Time	Iteration	AverageReturn	FinalReward	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar	ValAverageReturn	ValFinalReward
1118.6363730430603	114	-30.800833464290722	-0.2574445191718531	4.80412984798248	-20.874201511448994	-64.87661248825616	19.889583333333334	1.1338980670187637	252	1159175	-31.502798065126697	-0.2707424330856651
1129.5902693271637	115	-30.739268529740688	-0.26015020256588883	4.585662557795112	-22.33719693257812	-51.022028822635754	19.9125	0.8664162298418314	252	1169256	-31.292771470691367	-0.2591465734774909
1141.3144228458405	116	-30.524894620170638	-0.27358071192348216	5.433119132748722	-20.946975575954546	-89.05342332869438	19.81419624217119	1.4610199382717652	252	1179319	-30.89822005025641	-0.2874758004913505
1153.0985674858093	117	-30.82045596404026	-0.27004993881804473	4.5021523198491575	-21.687464492736368	-51.16040458331661	19.889583333333334	0.934464994737036	252	1189399	-30.806418318645186	-0.2615956702216555
1164.5596225261688	118	-30.51768632620862	-0.2611828447725462	5.112596646171005	-21.163672185610412	-76.82159895378874	19.877083333333335	1.2547807881813018	252	1199479	-30.22065998251756	-0.22770390957738676
1176.4016253948212	119	-30.17647062507683	-0.26089876675296136	4.547646628141716	-21.04519601528545	-52.907182382227994	19.845833333333335	1.371276524102836	252	1209559	-29.942045200570387	-0.2673338777227334
1188.0586371421814	120	-30.107223860640264	-0.2502518655721261	5.938388792207751	-19.63503550980991	-122.2287346010203	19.816666666666666	1.405248099882089	252	1219639	-30.145163678029345	-0.2953738414524655
1199.67151761055	121	-30.202651313657398	-0.2956845154143484	4.145078196176046	-18.616819213431075	-47.61943435070509	19.89375	1.1633117685441565	252	1229720	-29.784284363298905	-0.31537261193092525
1211.1559371948242	122	-30.33022315041741	-0.2995865700664327	4.588970556305028	-21.643429915511277	-50.93497269866828	19.904166666666665	1.058292322040035	252	1239800	-30.47598077191208	-0.30254937684802163
1222.8179957866669	123	-30.093757360500454	-0.2801369755383901	4.808035516057609	-22.428829963275504	-73.9858687119445	19.80625	1.4149361366624762	252	1249880	-30.03941025305595	-0.290509123173311
